DISPLAY_NAME,NORMALIZED_NAME,FREQUENCY
Fixed–mobile convergence,fixed mobile convergence,9
Flange,flange,9
Flash photolysis,flash photolysis,9
Flat rate,flat rate,9
Flavin adenine dinucleotide,flavin adenine dinucleotide,9
Flexible method,flexible method,9
Flexible querying,flexible querying,9
Flickr,flickr,9
Flip-chip devices,flip chip devices,9
Flow modeling,flow modeling,9
Flow net,flow net,9
Flow simulation,flow simulation,9
Flow statistics,flow statistics,9
Flowcharting,flowcharting,9
Fluid coupling,fluid coupling,9
Fluorescence correlation spectroscopy,fluorescence correlation spectroscopy,9
Flute,flute,9
Fly-by-wire,fly by wire,9
Focusing,focusing,9
Foliation (geology),foliation,9
Food item,food item,9
Force dynamics,force dynamics,9
Foreground segmentation,foreground segmentation,9
Foreign agent,foreign agent,9
Forest management,forest management,9
Formal characterization,formal characterization,9
Formal concept,formal concept,9
Formal description techniques,formal description techniques,9
Formal mathematics,formal mathematics,9
Formal modelling,formal modelling,9
Formal testing,formal testing,9
Formaldehyde,formaldehyde,9
Former approach,former approach,9
Forward looking infrared,forward looking infrared,9
Fossil Record,fossil record,9
Fouling,fouling,9
Foundry,foundry,9
Four-valued logic,four valued logic,9
Fourier optics,fourier optics,9
Fpga chip,fpga chip,9
Fpga platform,fpga platform,9
Fptas,fptas,9
Fractional-order,fractional order,9
Fréchet mean,frechet mean,9
Fredkin gate,fredkin gate,9
Free boundary condition,free boundary condition,9
Free module,free module,9
Free space optics,free space optics,9
Free viewpoint television,free viewpoint television,9
Free-weighting matrix,free weighting matrix,9
Frequency count,frequency count,9
Frequency hopping,frequency hopping,9
Frequency regulation,frequency regulation,9
Frequency shift,frequency shift,9
Fresh look,fresh look,9
Front propagation,front propagation,9
Frontal cortex,frontal cortex,9
Frontal face,frontal face,9
FtsZ,ftsz,9
Fubini's theorem,fubini s theorem,9
Fubini–Study metric,fubini study metric,9
Fuel cost,fuel cost,9
Full description,full description,9
Full Domain Hash,full domain hash,9
Full employment theorem,full employment theorem,9
Full information,full information,9
Full spectrum,full spectrum,9
Full text databases,full text databases,9
Full use,full use,9
Fulldome,fulldome,9
Fully qualified name,fully qualified name,9
Function g,function g,9
Function optimization problems,function optimization problems,9
Functional category,functional category,9
Functional component,functional component,9
Functional Map,functional map,9
Functional principal component analysis,functional principal component analysis,9
Functional redundancy,functional redundancy,9
Functional space,functional space,9
Functions computable,functions computable,9
Fusion method,fusion method,9
Fusion technique,fusion technique,9
Future proof,future proof,9
Fuzzy c-means clustering,fuzzy c means clustering,9
Fuzzy description logic,fuzzy description logic,9
Fuzzy distance,fuzzy distance,9
Fuzzy dynamical system,fuzzy dynamical system,9
Fuzzy goals,fuzzy goals,9
Fuzzy graphs,fuzzy graphs,9
Fuzzy markup language,fuzzy markup language,9
Fuzzy matching,fuzzy matching,9
Fuzzy metric,fuzzy metric,9
Fuzzy number space,fuzzy number space,9
Fuzzy-number-valued function,fuzzy number valued function,9
Fuzzy ordering,fuzzy ordering,9
Fuzzy probability space,fuzzy probability space,9
Fuzzy quantity,fuzzy quantity,9
Fuzzy set approach,fuzzy set approach,9
Fuzzy statistics and data analysis,fuzzy statistics and data analysis,9
G. a,g a,9
G-quadruplex,g quadruplex,9
Gain factor,gain factor,9
Game board,game board,9
Game controller,game controller,9
Game research,game research,9
Games for learning,games for learning,9
Ganglion,ganglion,9
Gas industry,gas industry,9
Gauss newton method,gauss newton method,9
Gaussian broadcast channel,gaussian broadcast channel,9
Gaussian process priors,gaussian process priors,9
Gender identity,gender identity,9
Gene expression study,gene expression study,9
Gene flow,gene flow,9
Gene library,gene library,9
Gene model,gene model,9
Gene order,gene order,9
General area,general area,9
General aviation,general aviation,9
General conclusion,general conclusion,9
General data structure,general data structure,9
General english,general english,9
General polynomial,general polynomial,9
General protocol,general protocol,9
General query,general query,9
General relationship,general relationship,9
General term,general term,9
General to specific,general to specific,9
General treatment,general treatment,9
Generalized flag variety,generalized flag variety,9
Generalized likelihood ratio,generalized likelihood ratio,9
Generalized likelihood ratio test,generalized likelihood ratio test,9
Generalized model,generalized model,9
Generalized order statistic,generalized order statistic,9
Generalized Procrustes analysis,generalized procrustes analysis,9
Generalized vector space model,generalized vector space model,9
Generic attack,generic attack,9
Generic function,generic function,9
Generic type,generic type,9
Genetic algorithm optimization,genetic algorithm optimization,9
Genetic information,genetic information,9
Genetic mapping,genetic mapping,9
Genetic operators,genetic operators,9
Genetic study,genetic study,9
Genome rearrangements,genome rearrangements,9
Geographic information systems in geospatial intelligence,geographic information systems in geospatial intelligence,9
Geomatics,geomatics,9
Geometric data,geometric data,9
Geometric figure,geometric figure,9
Geometric form,geometric form,9
Geometry education,geometry education,9
Gesture input,gesture input,9
Gift giving,gift giving,9
Glacier,glacier,9
Glibenclamide,glibenclamide,9
Global analytic function,global analytic function,9
Global behavior,global behavior,9
Global coordinate system,global coordinate system,9
Global file system,global file system,9
Global information systems,global information systems,9
Global Leadership,global leadership,9
Global transformation,global transformation,9
Global Workspace Theory,global workspace theory,9
Globalisation,globalisation,9
Glocalization,glocalization,9
Glycation,glycation,9
Glycoinformatics,glycoinformatics,9
Glycome,glycome,9
Gmpls,gmpls,9
Goal attainment,goal attainment,9
Goal state,goal state,9
Gold rush,gold rush,9
Good case,good case,9
Good deal,good deal,9
Good estimate,good estimate,9
Good faith,good faith,9
Good model,good model,9
Good representation,good representation,9
Gosper's algorithm,gosper s algorithm,9
Government sector,government sector,9
Gps receiver,gps receiver,9
Gpu acceleration,gpu acceleration,9
Gradient theorem,gradient theorem,9
Graduate course,graduate course,9
Graduate degree,graduate degree,9
Graduate program,graduate program,9
Grammar formalisms,grammar formalisms,9
Grammatical form,grammatical form,9
Grammaticalization,grammaticalization,9
Graph augmentation,graph augmentation,9
Graph classes,graph classes,9
Graph encoding,graph encoding,9
Graph game,graph game,9
Graph match,graph match,9
Graph partition problem,graph partition problem,9
Graph sequence,graph sequence,9
Graph spectra,graph spectra,9
Graphical game,graphical game,9
Graphical modeling,graphical modeling,9
Graphics system,graphics system,9
Gravitational force,gravitational force,9
Gray image,gray image,9
Great amount,great amount,9
Great extent,great extent,9
Great number,great number,9
Greater degree,greater degree,9
Greater flexibility,greater flexibility,9
Green,green,9
Greening,greening,9
Group comparison,group comparison,9
Group composition,group composition,9
Group Domain of Interpretation,group domain of interpretation,9
